"","","","","","","","","","","","","","","","","","","","","criterion"
-0.817799664719341,-1.13603310932523,-0.994058077565729,-0.734346218519579,-0.872169956081237,-0.41414036946275,1.01479628084189,-0.0906359667295842,0.490318102328348,-0.688521900698336,-1.46738805527587,-0.864368400772374,0.328467903179286,-1.71128840479916,0.137142272757095,0.302073659505645,0.0885405250815952,1.68963899881895,-0.475906551722779,2.1553259126963,0.515475199891838
-0.93306536656894,-0.979859377278806,-0.383528073508789,0.0733116154851921,0.3671858585984,-0.39924220319289,-1.33940925975191,0.465042451142597,-0.726950742232443,0.915803585363131,-1.27136347674734,0.822937610318175,-0.270021002323899,0.270695814284233,0.686554697822966,1.63615497838764,-0.0307911761338914,-0.656593672116718,-0.203517131445468,-0.219059355273051,-0.680284517702119
1.7566530333494,0.891885195266562,0.132350823908531,0.39490535098662,0.221331718012248,-0.455817551105634,-0.879911039358864,1.32612987363523,1.87296723336594,-0.356377696892043,-0.731746200175651,-0.0163226590910618,2.25410170248547,2.33627767950372,0.0477509803447626,-1.10642570592076,0.471167390230993,-0.0918240231630083,-0.230524022715915,1.28720359022797,1.33894664701724
0.643154076939804,-0.0665169485278982,0.557885181783652,1.06086141052362,-0.416931186497415,-0.564843446871106,-0.20735636005422,-1.09954895838665,-0.842107737055147,1.36473395488268,0.81070364602794,-0.0669443578914594,1.4729750003684,0.586817776579715,-2.50569627983566,0.294796457243761,-0.90809874922839,-0.928137994154669,-0.528834159126996,-0.532483466433377,-0.0763376151163375
-1.12976058876639,-1.99867374723807,0.998614015787697,0.216459363906985,0.726497028623252,2.30405378359346,0.4386237675306,-1.72634028070431,0.725496251068182,0.881453604871512,-1.05089066601422,0.605518089839693,-0.646238730364744,1.66245915454783,-0.986536176889955,-0.212778042154091,0.176641072522639,2.653540771755,0.48828040238749,0.250264467172273,-0.0693470118281947
0.952921031450539,1.84394175689721,2.72367384312669,0.418290741642671,0.498250056301928,0.83884247127924,0.727174876214784,2.75321525749078,1.89786683191706,1.04658911884937,1.27611262675473,0.123534615837352,1.92552586482706,0.481333625825072,-0.592989003649129,0.196046383185812,0.958370038570139,-0.199387416480773,1.71393940465286,1.52480688676528,1.424501761169
-0.440208534611678,0.47120854287059,0.562106968697728,-1.26419512740934,0.221817140871369,1.02099631462092,1.21034548521305,0.421226030453177,1.29844322223557,0.717808768486456,2.32467542988531,0.261031718066138,1.34204890248212,-0.0883451691905487,-0.441080661473075,-0.50780833416381,0.176648792309351,1.40967838358003,0.159081578616079,1.45187455055895,2.32769148661316
-2.41563759719749,1.22982747739741,-1.43530421086944,-1.22892097096878,0.200629856253778,-0.801472600445894,-0.834191483655974,-0.264554467878019,-0.672620221095657,-0.365879987235041,-0.706097786790135,0.945361778395208,-1.07851389036429,0.614231970258044,-0.800113017174669,-0.592603731447798,-0.739442930589088,-1.53161355208167,-0.912632251096129,-0.541676245210523,-0.72265361809073
-0.292015606185601,0.157942734119844,0.459767492224046,1.34165176632431,-1.38659346708322,0.176465372830264,-1.35257515144804,-1.37586746484987,0.306341932353825,-0.700938550405904,-0.452933966408248,-0.698409739247295,1.19159848532693,0.223782529968642,0.699444200817987,0.664133041377647,0.328502008214892,1.14585235739017,-0.825239102313697,-1.72152945039267,-1.05386669809701
-0.330766549466845,-0.62278453338151,0.496668832568826,-0.713027810143851,1.12190218291811,-0.271769251524635,1.10722501561678,0.789097754611233,-2.1078505288971,-0.502963198049534,0.577497423925485,-1.24022491498704,1.37264029231282,0.586494069349528,-1.48962028948012,-0.92206878595179,-0.02022682557223,0.190428026187531,0.570263696709381,-0.400310205974486,0.621869209725915
0.656553664453212,2.98754983776901,0.492474682065487,-0.0342724531571604,2.38050621142453,1.79661318168502,0.395080277960334,2.19921882540911,0.950182248471838,-0.0124329812320936,0.495766280592362,1.15050821007609,1.04334383676725,0.315148860511602,-0.155377207988497,0.10267144052332,1.16680601074713,-0.432961757976953,-0.118136926110326,0.0391485781618275,0.415905506790404
0.388810329675404,2.51324760425006,-1.08470033081181,0.743570222546358,0.711862456721335,-0.251091916504899,-0.0715106994249363,1.51723327085838,0.065412254401805,1.27204530455083,-0.545069650166907,-0.576962273514276,0.961938647090594,0.0852952131142729,-0.571143545854787,0.51495328228924,-0.865103570088362,0.39809181165668,-1.39407023783664,0.0605908468002009,0.161297367560562
0.946435001873701,-0.75832959801927,0.854805514735068,0.588386496998031,0.569695854522327,-1.26866743179826,-0.0333117002821336,-1.59626728323838,0.71626403522464,0.714048471787835,-1.12437805615914,-0.0870458240250078,-0.785221178898741,0.377771690183574,1.47994981739077,0.558011117918985,1.97656966668789,1.20097035060328,0.149892493693834,1.15494761174344,-0.560812209741346
0.230887633153781,0.445923528255444,0.995399539886846,0.690614373867731,-0.363847911770031,0.830243064972895,0.103013041564686,-0.865700033960215,0.14707870014341,-0.0498890105052517,0.130884204244652,0.509968464909404,1.76703182314332,0.0805293239729737,-1.36371977494281,1.69008399097034,-0.960527197052512,0.92533001668624,0.906533847506813,-0.945824754352233,0.424569433230003
